Well;Depth;GR;NPHI;RHOB;PEF;DT;RD_LOG;VSH;SW;KLOGH;PHIF;PHID;N-D;Id_discreto;Lithofacies
F-14;3137.75;15.2110;0.1670;2.1820;2.2970;88.7800;1.9232;0.0830;0.0130;1371.3950;0.2673;0.2673;-0.1010;4;F-MOUTHBAR
F-14;3138.00;15.6800;0.1660;2.1770;2.3400;88.0340;1.9177;0.0830;0.0130;1447.1650;0.2705;0.2705;-0.1050;4;F-MOUTHBAR
F-14;3138.25;17.5470;0.1710;2.1790;2.4120;88.3590;1.8967;0.1060;0.0130;958.0750;0.2691;0.2691;-0.0990;4;F-MOUTHBAR
F-14;3138.50;19.4140;0.1750;2.1810;2.4840;88.6840;1.8746;0.1260;0.0130;644.0610;0.2678;0.2678;-0.0920;4;F-MOUTHBAR
F-14;3138.75;17.2120;0.1760;2.1800;2.4570;88.9950;1.8663;0.1120;0.0130;821.3090;0.2689;0.2689;-0.0920;4;F-MOUTHBAR
F-14;3139.00;15.0090;0.1770;2.1780;2.4300;89.3060;1.8578;0.0900;0.0110;1208.4050;0.2700;0.2700;-0.0930;4;F-MOUTHBAR
F-14;3139.25;17.1650;0.1800;2.1760;2.4860;89.4300;1.8442;0.0950;0.0120;1246.8890;0.2707;0.2707;-0.0900;4;F-MOUTHBAR
F-14;3139.50;19.3200;0.1830;2.1750;2.5430;89.5540;1.8302;0.1180;0.0100;769.5000;0.2713;0.2713;-0.0880;4;F-MOUTHBAR
F-14;3139.75;21.6440;0.1850;2.1670;3.0480;90.6330;1.8415;0.1310;0.0070;614.3750;0.2759;0.2759;-0.0910;4;F-MOUTHBAR
F-14;3140.00;23.9670;0.1870;2.1590;3.5530;91.7110;1.8525;0.1550;0.0070;437.5240;0.2806;0.2806;-0.0940;4;F-MOUTHBAR
F-14;3140.25;26.9370;0.1870;2.1890;3.5720;91.7280;1.8453;0.1690;0.0040;319.8490;0.2635;0.2635;-0.0760;4;F-MOUTHBAR
F-14;3140.50;29.9070;0.1880;2.2190;3.5920;91.7450;1.8379;0.1860;0.0040;193.0450;0.2465;0.2465;-0.0580;4;F-MOUTHBAR
F-14;3140.75;35.0500;0.1770;2.2990;3.7350;92.1000;1.8307;0.2300;0.0090;58.0930;0.2008;0.2008;-0.0240;4;F-MOUTHBAR
F-14;3141.00;40.1930;0.1660;2.3790;3.8780;92.4550;1.8234;0.2770;0.0100;10.6640;0.1551;0.1551;0.0110;4;F-MOUTHBAR
F-14;3141.25;45.7960;0.1550;2.3820;3.4560;83.4060;1.8615;0.3410;0.0120;2.3270;0.1530;0.1530;0.0020;4;F-MOUTHBAR
F-14;3141.50;51.3990;0.1440;2.3860;3.0350;74.3570;1.8966;0.3940;0.0180;0.4610;0.1507;0.1507;-0.0070;4;F-MOUTHBAR
F-14;3141.75;51.2720;0.1440;2.3800;3.0770;71.5640;1.9201;0.4040;0.0220;0.4250;0.1541;0.1541;-0.0100;1;F-TIDAL BAR
F-14;3142.00;51.1450;0.1440;2.3740;3.1200;68.7700;1.9424;0.4080;0.0240;0.4180;0.1575;0.1575;-0.0140;1;F-TIDAL BAR
F-14;3142.25;51.5530;0.1410;2.3610;3.0790;72.8140;1.9467;0.4010;0.0280;0.5200;0.1652;0.1652;-0.0240;1;F-TIDAL BAR
F-14;3142.50;51.9610;0.1390;2.3480;3.0380;76.8580;1.9510;0.4030;0.0290;0.5420;0.1729;0.1729;-0.0340;1;F-TIDAL BAR
F-14;3142.75;50.2910;0.1420;2.3380;3.0000;75.6560;1.9609;0.4040;0.0310;0.5330;0.1782;0.1782;-0.0360;1;F-TIDAL BAR
F-14;3143.00;48.6210;0.1450;2.3290;2.9620;74.4530;1.9706;0.3790;0.0340;1.0270;0.1836;0.1836;-0.0390;1;F-TIDAL BAR
F-14;3143.25;52.3010;0.1560;2.3210;2.9340;72.2600;1.9119;0.3950;0.0360;0.9390;0.1878;0.1878;-0.0320;1;F-TIDAL BAR
F-14;3143.50;55.9810;0.1660;2.3140;2.9050;70.0680;1.8441;0.4250;0.0370;0.5030;0.1919;0.1919;-0.0260;1;F-TIDAL BAR
F-14;3143.75;56.8150;0.1650;2.2960;2.9420;73.4330;1.8302;0.4490;0.0380;0.3160;0.2021;0.2021;-0.0370;1;F-TIDAL BAR
F-14;3144.00;57.6480;0.1640;2.2790;2.9790;76.7990;1.8158;0.4590;0.0390;0.2960;0.2122;0.2122;-0.0490;1;F-TIDAL BAR
F-14;3144.25;59.1110;0.1680;2.2650;2.9510;83.4630;1.8000;0.4580;0.0380;0.3120;0.2202;0.2202;-0.0520;1;F-TIDAL BAR
F-14;3144.50;60.5740;0.1730;2.2510;2.9230;90.1270;1.7835;0.4820;0.0390;0.2260;0.2282;0.2282;-0.0550;1;F-TIDAL BAR
F-14;3144.75;59.3150;0.1680;2.2270;2.8350;85.7660;1.7751;0.4790;0.0390;0.3100;0.2420;0.2420;-0.0740;1;F-TIDAL BAR
F-14;3145.00;58.0560;0.1640;2.2020;2.7480;81.4050;1.7665;0.4750;0.0380;0.3980;0.2558;0.2558;-0.0920;1;F-TIDAL BAR
F-14;3145.25;57.7490;0.1730;2.2360;2.8430;83.7400;1.7338;0.4600;0.0360;0.5050;0.2365;0.2365;-0.0640;1;F-TIDAL BAR
F-14;3145.50;57.4410;0.1810;2.2700;2.9390;86.0750;1.6985;0.4500;0.0360;0.4570;0.2171;0.2171;-0.0360;1;F-TIDAL BAR
F-14;3145.75;56.9800;0.1800;2.2520;2.8790;84.7580;1.6827;0.4540;0.0370;0.3940;0.2274;0.2274;-0.0480;1;F-TIDAL BAR
F-14;3146.00;56.5180;0.1780;2.2340;2.8200;83.4400;1.6662;0.4660;0.0380;0.3190;0.2375;0.2375;-0.0590;1;F-TIDAL BAR
F-14;3146.25;54.0760;0.1860;2.2050;3.0950;84.7800;1.6741;0.4420;0.0370;0.7750;0.2545;0.2545;-0.0680;1;F-TIDAL BAR
F-14;3146.50;51.6340;0.1940;2.1750;3.3690;86.1200;1.6819;0.4150;0.0340;1.7790;0.2715;0.2715;-0.0770;1;F-TIDAL BAR
F-14;3146.75;50.9300;0.1980;2.1690;3.7710;86.6910;1.6667;0.4130;0.0320;2.1720;0.2749;0.2749;-0.0770;1;F-TIDAL BAR
F-14;3147.00;50.2250;0.2020;2.1630;4.1730;87.2610;1.6510;0.4090;0.0320;2.3080;0.2783;0.2783;-0.0760;1;F-TIDAL BAR
F-14;3147.25;52.1600;0.2070;2.1620;4.3870;89.2080;1.6662;0.3940;0.0310;3.1690;0.2790;0.2790;-0.0720;1;F-TIDAL BAR
F-14;3147.50;54.0950;0.2120;2.1610;4.6010;91.1540;1.6808;0.4140;0.0310;2.3730;0.2797;0.2797;-0.0680;1;F-TIDAL BAR
F-14;3147.75;52.1140;0.2040;2.1540;4.4980;92.6010;1.6902;0.4270;0.0300;1.8020;0.2834;0.2834;-0.0790;1;F-TIDAL BAR
F-14;3148.00;50.1330;0.1970;2.1480;4.3940;94.0480;1.6994;0.4100;0.0300;2.4590;0.2871;0.2871;-0.0910;1;F-TIDAL BAR
F-14;3148.25;49.6780;0.2040;2.1540;3.9820;94.0370;1.6912;0.3750;0.0300;5.7590;0.2833;0.2833;-0.0790;1;F-TIDAL BAR
F-14;3148.50;49.2230;0.2120;2.1610;3.5700;94.0250;1.6828;0.3670;0.0300;6.0490;0.2794;0.2794;-0.0670;1;F-TIDAL BAR
F-14;3148.75;49.5890;0.2130;2.1570;3.5780;95.1160;1.6886;0.3880;0.0300;4.1680;0.2815;0.2815;-0.0690;1;F-TIDAL BAR
F-14;3149.00;49.9560;0.2140;2.1540;3.5850;96.2070;1.6944;0.3820;0.0290;4.7910;0.2837;0.2837;-0.0700;1;F-TIDAL BAR
F-14;3149.25;50.0240;0.2070;2.1510;3.2400;96.2110;1.6884;0.3810;0.0290;5.1950;0.2850;0.2850;-0.0780;1;F-TIDAL BAR
F-14;3149.50;50.0920;0.2000;2.1490;2.8950;96.2140;1.6823;0.3910;0.0300;4.4840;0.2862;0.2862;-0.0860;1;F-TIDAL BAR
F-14;3149.75;49.3730;0.2050;2.1510;2.7800;95.7470;1.6790;0.3950;0.0290;3.5660;0.2854;0.2854;-0.0800;1;F-TIDAL BAR
F-14;3150.00;48.6540;0.2110;2.1520;2.6660;95.2790;1.6757;0.3850;0.0300;4.7560;0.2846;0.2846;-0.0740;1;F-TIDAL BAR
F-14;3150.25;48.7500;0.2150;2.1510;2.7080;94.7750;1.6768;0.3980;0.0300;3.7260;0.2854;0.2854;-0.0700;1;F-TIDAL BAR
F-14;3150.50;48.8450;0.2190;2.1490;2.7500;94.2700;1.6780;0.4000;0.0300;3.3620;0.2862;0.2862;-0.0670;1;F-TIDAL BAR
F-14;3150.75;47.6110;0.2120;2.1570;2.7610;94.6030;1.6792;0.3680;0.0300;6.9510;0.2818;0.2818;-0.0700;1;F-TIDAL BAR
F-14;3151.00;46.3760;0.2050;2.1650;2.7720;94.9350;1.6804;0.3520;0.0290;8.9630;0.2773;0.2773;-0.0720;1;F-TIDAL BAR
F-14;3151.25;48.6840;0.2040;2.1680;2.7350;95.0340;1.6818;0.3710;0.0290;5.2750;0.2754;0.2754;-0.0710;1;F-TIDAL BAR
F-14;3151.50;50.9910;0.2030;2.1710;2.6970;95.1320;1.6832;0.3940;0.0290;2.8910;0.2735;0.2735;-0.0700;1;F-TIDAL BAR
F-14;3151.75;51.2530;0.2140;2.1690;3.0510;95.0000;1.6961;0.4010;0.0300;2.8990;0.2748;0.2748;-0.0610;1;F-TIDAL BAR
F-14;3152.00;51.5140;0.2250;2.1670;3.4050;94.8670;1.7087;0.3930;0.0290;3.7820;0.2761;0.2761;-0.0520;1;F-TIDAL BAR
F-14;3152.25;51.7180;0.2180;2.1550;3.2810;93.5900;1.7148;0.4120;0.0300;2.6590;0.2827;0.2827;-0.0640;1;F-TIDAL BAR
F-14;3152.50;51.9210;0.2120;2.1440;3.1570;92.3120;1.7208;0.4170;0.0300;2.6540;0.2894;0.2894;-0.0770;1;F-TIDAL BAR
F-14;3152.75;51.7140;0.2080;2.1490;2.8790;91.3630;1.7387;0.4120;0.0300;2.8000;0.2865;0.2865;-0.0780;1;F-TIDAL BAR
F-14;3153.00;51.5070;0.2040;2.1540;2.6020;90.4140;1.7559;0.4070;0.0300;3.1820;0.2836;0.2836;-0.0790;1;F-TIDAL BAR
F-14;3153.25;52.4680;0.2140;2.1640;2.6910;91.1540;1.7817;0.4010;0.0300;3.0930;0.2778;0.2778;-0.0640;1;F-TIDAL BAR
F-14;3153.50;53.4290;0.2230;2.1740;2.7800;91.8930;1.8060;0.4040;0.0300;2.8330;0.2721;0.2721;-0.0490;1;F-TIDAL BAR
F-14;3153.75;54.9800;0.2040;2.1670;2.7730;89.4550;1.8152;0.4310;0.0300;1.6960;0.2758;0.2758;-0.0720;1;F-TIDAL BAR
F-14;3154.00;56.5310;0.1850;2.1610;2.7670;87.0170;1.8241;0.4370;0.0320;1.3990;0.2795;0.2795;-0.0940;1;F-TIDAL BAR
F-14;3154.25;56.0800;0.1820;2.1610;2.7650;86.5660;1.9272;0.4410;0.0320;1.0770;0.2797;0.2797;-0.0980;1;F-TIDAL BAR
F-14;3154.50;55.6280;0.1790;2.1600;2.7630;86.1150;2.0104;0.4280;0.0320;1.5700;0.2798;0.2798;-0.1010;1;F-TIDAL BAR
F-14;3154.75;58.4410;0.1810;2.1740;2.8160;86.4960;1.9847;0.4480;0.0330;0.9830;0.2721;0.2721;-0.0910;1;F-TIDAL BAR
F-14;3155.00;61.2530;0.1830;2.1880;2.8700;86.8780;1.9575;0.4800;0.0320;0.5350;0.2642;0.2642;-0.0810;1;F-TIDAL BAR
F-14;3155.25;49.7980;0.1720;2.2620;3.3630;84.8670;1.9619;0.4830;0.0360;0.3360;0.2215;0.2215;-0.0490;1;F-TIDAL BAR
F-14;3155.50;38.3430;0.1620;2.3370;3.8570;82.8570;1.9664;0.3700;0.0330;1.5640;0.1787;0.1787;-0.0170;4;F-MOUTHBAR
F-14;3155.75;29.6730;0.1690;2.2840;3.6690;84.2640;1.9366;0.2550;0.0160;23.3480;0.2091;0.2091;-0.0400;4;F-MOUTHBAR
F-14;3156.00;21.0020;0.1750;2.2310;3.4810;85.6710;1.9047;0.1680;0.0160;133.7700;0.2395;0.2395;-0.0640;4;F-MOUTHBAR
F-14;3156.25;20.6500;0.1760;2.2120;3.4330;87.2230;1.9257;0.1320;0.0160;420.3700;0.2503;0.2503;-0.0740;4;F-MOUTHBAR
F-14;3156.50;20.2980;0.1770;2.1930;3.3840;88.7750;1.9456;0.1210;0.0140;582.6270;0.2613;0.2613;-0.0840;4;F-MOUTHBAR
F-14;3156.75;19.1450;0.1780;2.1780;3.4680;88.8440;1.9534;0.1370;0.0130;509.8990;0.2699;0.2699;-0.0920;4;F-MOUTHBAR
F-14;3157.00;17.9910;0.1790;2.1620;3.5520;88.9130;1.9611;0.1300;0.0140;651.3830;0.2787;0.2787;-0.1000;4;F-MOUTHBAR
F-14;3157.25;18.9930;0.1830;2.1670;3.7470;89.7450;1.9466;0.1080;0.0140;1073.5950;0.2758;0.2758;-0.0930;4;F-MOUTHBAR
F-14;3157.50;19.9950;0.1870;2.1720;3.9420;90.5780;1.9317;0.1190;0.0140;771.8290;0.2730;0.2730;-0.0860;4;F-MOUTHBAR
F-14;3157.75;19.4100;0.1840;2.1790;3.6210;89.6910;1.9491;0.1360;0.0140;558.2970;0.2690;0.2690;-0.0850;4;F-MOUTHBAR
F-14;3158.00;18.8260;0.1800;2.1860;3.3000;88.8050;1.9658;0.1240;0.0130;705.0880;0.2650;0.2650;-0.0850;4;F-MOUTHBAR
F-14;3158.25;18.9710;0.1750;2.1870;3.0990;88.4070;1.9912;0.1180;0.0130;685.2760;0.2644;0.2644;-0.0890;4;F-MOUTHBAR
F-14;3158.50;19.1160;0.1700;2.1880;2.8990;88.0090;2.0151;0.1260;0.0130;553.9430;0.2638;0.2638;-0.0940;4;F-MOUTHBAR
F-14;3158.75;17.6490;0.1650;2.1860;2.8040;87.6240;2.0158;0.1210;0.0130;606.5870;0.2649;0.2649;-0.1000;4;F-MOUTHBAR
F-14;3159.00;16.1820;0.1610;2.1850;2.7090;87.2390;2.0165;0.0970;0.0120;989.0810;0.2660;0.2660;-0.1060;4;F-MOUTHBAR
F-14;3159.25;15.3070;0.1620;2.1880;2.7220;87.3620;2.0298;0.0940;0.0120;1056.5930;0.2638;0.2638;-0.1020;4;F-MOUTHBAR
F-14;3159.50;14.4330;0.1620;2.1920;2.7340;87.4860;2.0426;0.0890;0.0120;1064.8680;0.2617;0.2617;-0.0990;4;F-MOUTHBAR
F-14;3159.75;15.5280;0.1650;2.1900;2.7250;88.1000;2.0667;0.0890;0.0120;1177.6730;0.2627;0.2627;-0.0980;4;F-MOUTHBAR
F-14;3160.00;16.6230;0.1670;2.1880;2.7150;88.7150;2.0895;0.0970;0.0120;1061.8570;0.2638;0.2638;-0.0970;4;F-MOUTHBAR
F-14;3160.25;16.6560;0.1630;2.1900;2.8090;88.4730;2.0703;0.1000;0.0120;938.8710;0.2629;0.2629;-0.1000;4;F-MOUTHBAR
F-14;3160.50;16.6890;0.1590;2.1920;2.9030;88.2310;2.0503;0.0950;0.0120;1023.6490;0.2619;0.2619;-0.1030;4;F-MOUTHBAR
F-14;3160.75;15.5570;0.1640;2.1910;2.6200;87.6400;2.0633;0.1010;0.0120;927.0090;0.2621;0.2621;-0.0980;4;F-MOUTHBAR
F-14;3161.00;14.4240;0.1680;2.1910;2.3380;87.0500;2.0760;0.0870;0.0110;1138.6950;0.2622;0.2622;-0.0940;4;F-MOUTHBAR
F-14;3161.25;15.8000;0.1700;2.1870;2.3550;86.6600;2.0812;0.0820;0.0110;1405.2440;0.2644;0.2644;-0.0950;4;F-MOUTHBAR
F-14;3161.50;17.1760;0.1710;2.1830;2.3730;86.2710;2.0863;0.0950;0.0120;1168.1030;0.2667;0.2667;-0.0950;4;F-MOUTHBAR
F-14;3161.75;16.8750;0.1810;2.1760;2.3390;87.3540;2.0944;0.1070;0.0110;876.2330;0.2709;0.2709;-0.0900;4;F-MOUTHBAR
F-14;3162.00;16.5740;0.1900;2.1680;2.3050;88.4370;2.1024;0.1020;0.0110;1110.2510;0.2752;0.2752;-0.0850;4;F-MOUTHBAR
F-14;3162.25;17.5660;0.1860;2.1690;2.3850;89.3760;2.0884;0.1030;0.0110;1152.1470;0.2749;0.2749;-0.0890;4;F-MOUTHBAR
F-14;3162.50;18.5570;0.1810;2.1700;2.4640;90.3150;2.0739;0.1140;0.0110;808.6520;0.2746;0.2746;-0.0930;4;F-MOUTHBAR
F-14;3162.75;17.2940;0.1790;2.1680;3.6070;89.9630;2.0720;0.1070;0.0110;1131.9390;0.2753;0.2753;-0.0970;4;F-MOUTHBAR
F-14;3163.00;16.0300;0.1760;2.1670;4.7500;89.6100;2.0701;0.0970;0.0110;1337.8010;0.2759;0.2759;-0.1000;4;F-MOUTHBAR
F-14;3163.25;17.3190;0.1860;2.1750;3.8700;89.7620;2.0773;0.0990;0.0110;1212.8040;0.2712;0.2712;-0.0850;4;F-MOUTHBAR
F-14;3163.50;18.6070;0.1960;2.1840;2.9910;89.9130;2.0843;0.1080;0.0110;937.8600;0.2665;0.2665;-0.0710;4;F-MOUTHBAR
F-14;3163.75;18.4800;0.1870;2.1870;2.8430;89.7950;2.0688;0.1190;0.0120;771.1540;0.2648;0.2648;-0.0780;4;F-MOUTHBAR
F-14;3164.00;18.3520;0.1780;2.1900;2.6950;89.6760;2.0529;0.1090;0.0120;794.3850;0.2631;0.2631;-0.0860;4;F-MOUTHBAR
F-14;3164.25;18.4260;0.1790;2.1880;2.8910;88.4240;2.0791;0.1190;0.0110;692.6730;0.2641;0.2641;-0.0850;4;F-MOUTHBAR
F-14;3164.50;18.5010;0.1810;2.1860;3.0870;87.1720;2.1038;0.1190;0.0120;715.6630;0.2651;0.2651;-0.0850;4;F-MOUTHBAR
F-14;3164.75;18.1170;0.1820;2.1850;3.1760;85.8270;2.0769;0.1220;0.0120;679.4010;0.2655;0.2655;-0.0830;4;F-MOUTHBAR
F-14;3165.00;17.7330;0.1840;2.1850;3.2650;84.4810;2.0482;0.1180;0.0120;768.9750;0.2659;0.2659;-0.0820;4;F-MOUTHBAR
F-14;3165.25;17.8700;0.1730;2.2180;3.5920;83.9350;2.0524;0.1080;0.0120;923.5600;0.2471;0.2471;-0.0750;4;F-MOUTHBAR
F-14;3165.50;18.0080;0.1620;2.2500;3.9190;83.3890;2.0565;0.1170;0.0110;579.3900;0.2284;0.2284;-0.0670;4;F-MOUTHBAR
F-14;3165.75;18.8440;0.1640;2.2790;4.1220;82.9880;2.0122;0.1150;0.0110;434.4580;0.2123;0.2123;-0.0480;4;F-MOUTHBAR
F-14;3166.00;19.6800;0.1670;2.3070;4.3240;82.5860;1.9628;0.1160;0.0110;361.4560;0.1962;0.1962;-0.0300;4;F-MOUTHBAR
F-14;3166.25;18.2490;0.1720;2.2680;4.1430;85.3810;1.9450;0.1180;0.0090;342.5030;0.2186;0.2186;-0.0470;4;F-MOUTHBAR
F-14;3166.50;16.8170;0.1770;2.2280;3.9620;88.1770;1.9264;0.1080;0.0070;552.2110;0.2409;0.2409;-0.0640;4;F-MOUTHBAR
F-14;3166.75;19.1530;0.1850;2.2110;3.5640;89.7470;1.9159;0.1060;0.0060;781.7230;0.2506;0.2506;-0.0660;4;F-MOUTHBAR
F-14;3167.00;21.4890;0.1920;2.1940;3.1650;91.3170;1.9051;0.1220;0.0050;777.9590;0.2603;0.2603;-0.0680;4;F-MOUTHBAR
F-14;3167.25;19.1730;0.1900;2.1770;2.8980;90.2210;1.8880;0.1370;0.0080;508.7180;0.2703;0.2703;-0.0810;4;F-MOUTHBAR
F-14;3167.50;16.8560;0.1870;2.1600;2.6300;89.1260;1.8702;0.1190;0.0070;844.2990;0.2802;0.2802;-0.0940;4;F-MOUTHBAR
F-14;3167.75;17.5700;0.1870;2.1610;2.9400;90.4300;1.9125;0.1020;0.0040;1301.1710;0.2792;0.2792;-0.0920;4;F-MOUTHBAR
F-14;3168.00;18.2840;0.1870;2.1630;3.2500;91.7350;1.9510;0.1060;0.0040;1226.5250;0.2782;0.2782;-0.0910;4;F-MOUTHBAR
F-14;3168.25;17.6000;0.1870;2.1680;3.0940;90.7080;1.9509;0.1110;0.0040;1021.9370;0.2752;0.2752;-0.0880;4;F-MOUTHBAR
F-14;3168.50;16.9160;0.1870;2.1740;2.9380;89.6820;1.9509;0.1050;0.0040;1203.4240;0.2722;0.2722;-0.0850;4;F-MOUTHBAR
F-14;3168.75;17.6700;0.1830;2.1890;3.1210;87.9800;1.8763;0.1080;0.0040;982.9980;0.2635;0.2635;-0.0810;4;F-MOUTHBAR
F-14;3169.00;18.4240;0.1780;2.2040;3.3040;86.2780;1.7861;0.1190;0.0100;751.5120;0.2548;0.2548;-0.0770;4;F-MOUTHBAR
F-14;3169.25;19.9570;0.1810;2.2230;3.3080;86.8030;1.7816;0.1160;0.0120;645.1610;0.2438;0.2438;-0.0630;4;F-MOUTHBAR
F-14;3169.50;21.4900;0.1840;2.2430;3.3110;87.3280;1.7771;0.1260;0.0130;436.4400;0.2328;0.2328;-0.0490;4;F-MOUTHBAR
F-14;3169.75;21.0030;0.1780;2.2300;3.0200;87.0790;1.7522;0.1490;0.0140;275.8060;0.2399;0.2399;-0.0620;4;F-MOUTHBAR
F-14;3170.00;20.5170;0.1730;2.2180;2.7300;86.8290;1.7257;0.1460;0.0120;293.2880;0.2470;0.2470;-0.0740;4;F-MOUTHBAR
F-14;3170.25;19.3260;0.1720;2.2080;2.6190;86.4510;1.6726;0.1350;0.0100;416.0630;0.2527;0.2527;-0.0810;4;F-MOUTHBAR
F-14;3170.50;18.1350;0.1720;2.1980;2.5090;86.0730;1.6121;0.1260;0.0150;551.4230;0.2585;0.2585;-0.0870;4;F-MOUTHBAR
F-14;3170.75;18.5940;0.1720;2.2180;2.5620;85.4530;1.6036;0.1140;0.0260;709.5880;0.2470;0.2470;-0.0750;4;F-MOUTHBAR
F-14;3171.00;19.0540;0.1730;2.2380;2.6160;84.8330;1.5950;0.1120;0.0270;669.8270;0.2354;0.2354;-0.0630;4;F-MOUTHBAR
F-14;3171.25;28.1170;0.1730;2.3030;3.2240;83.6780;1.9181;0.1270;0.0230;334.9260;0.1981;0.1981;-0.0250;4;F-MOUTHBAR
F-14;3171.50;37.1810;0.1740;2.3690;3.8320;82.5220;2.1013;0.2240;0.0520;15.3560;0.1608;0.1608;0.0140;4;F-MOUTHBAR
F-14;3171.75;43.6050;0.1890;2.2860;3.4110;85.6890;1.9165;0.3090;0.0580;6.1550;0.2082;0.2082;-0.0190;4;F-MOUTHBAR
F-14;3172.00;50.0280;0.2030;2.2030;2.9910;88.8560;1.5880;0.3670;0.0250;3.4910;0.2555;0.2555;-0.0520;4;F-MOUTHBAR
F-14;3172.25;48.7720;0.2080;2.1870;3.1140;91.0920;1.6122;0.3920;0.0380;2.9350;0.2649;0.2649;-0.0570;4;F-MOUTHBAR
F-14;3172.50;47.5160;0.2130;2.1700;3.2370;93.3280;1.6351;0.3790;0.0380;4.5000;0.2743;0.2743;-0.0620;4;F-MOUTHBAR
F-14;3172.75;49.9010;0.2140;2.1620;3.2030;94.4350;1.6587;0.3730;0.0340;5.5260;0.2788;0.2788;-0.0650;4;F-MOUTHBAR
